Deployment_ID,Version,Commit_SHA,Service_Name,Target_Environment,Deployer,Error_Rate_Delta,Latency_P95_ms,Latency_P99_ms,Unit_Test_Failure_Rate,Integration_Test_Passed,Security_Critical_CVEs,Security_High_CVEs,Anomalous_Egress_MB,Auth_Failure_Spike,Changed_Files_Count,Lines_Delta,Production_Incident,Risk_Score,Decision
DEP-10161,v2.9.10,c8a5033,search-indexer,staging-preprod,elena.rostova,0.136,77.5,118.0,0.0,1,0,0,24.4,0.0,13,110,0,12,ALLOW
DEP-10162,v3.7.4,a7a15a4,auth-gateway,production-eu-central,priya.sharma,0.632,238.4,383.4,0.62,1,0,1,89.4,17.0,36,1307,1,55,PAUSE
DEP-10163,v1.8.2,b1758cd,notification-worker,staging-preprod,david.kim,0.571,183.8,326.20000000000005,0.6,0,0,2,88.8,8.9,18,784,0,71,PAUSE
DEP-10164,v2.10.10,821c0ed,payment-service,canary-prod,sarah.jenkins,0.047,75.2,110.5,0.0,1,0,0,25.2,2.6,6,404,0,7,ALLOW
DEP-10165,v2.14.8,dcf3b04,payment-service,canary-prod,david.kim,0.009,66.4,95.9,0.0,1,0,0,21.5,0.7,11,163,0,6,ALLOW
DEP-10166,v1.0.30,681d8de,auth-gateway,canary-prod,alex.chen,0.415,200.5,291.1,2.67,1,1,2,44.6,9.1,33,1705,0,88,BLOCK
DEP-10167,v3.8.29,cac08ec,analytics-pipeline,production-us-east,alex.chen,0.166,67.9,115.30000000000001,0.0,1,0,0,13.1,1.6,10,231,0,12,ALLOW
DEP-10168,v2.15.0,67f50f2,order-processing,production-eu-central,sarah.jenkins,0.121,66.2,114.0,0.0,1,0,0,20.9,3.3,5,265,0,9,ALLOW
DEP-10169,v3.15.1,c26e701,search-indexer,canary-prod,elena.rostova,1.02,191.6,330.2,3.45,1,0,2,93.8,10.4,32,1458,0,74,PAUSE
DEP-10170,v1.0.10,1a2b951,payment-service,canary-prod,sarah.jenkins,0.176,57.2,87.2,0.0,1,0,0,22.7,0.0,15,387,0,7,ALLOW
DEP-10171,v1.12.11,ff145a5,notification-worker,staging-preprod,ci-bot-auto,4.574,413.2,630.0,4.38,0,4,6,643.9,54.9,69,2938,1,100,BLOCK
DEP-10172,v1.1.7,1a9a40e,order-processing,staging-preprod,priya.sharma,0.876,198.4,278.0,3.35,1,1,3,95.0,6.2,19,527,1,100,BLOCK
DEP-10173,v1.11.22,6d434ef,search-indexer,production-eu-central,priya.sharma,0.0,79.8,112.19999999999999,0.0,1,0,0,24.6,2.2,12,297,0,10,ALLOW
DEP-10174,v3.11.7,f633efa,search-indexer,production-eu-central,priya.sharma,6.794,375.2,971.7,8.87,0,1,3,621.4,70.5,107,4106,1,100,BLOCK
DEP-10175,v3.7.20,d9e4c15,order-processing,staging-preprod,david.kim,6.754,572.2,864.5,7.71,1,3,5,260.2,38.1,31,3672,1,100,BLOCK
DEP-10176,v3.2.11,2dab687,payment-service,production-eu-central,elena.rostova,7.957,479.6,702.7,24.35,0,4,2,591.9,89.9,91,7961,1,100,BLOCK
DEP-10177,v3.7.5,8cb3a42,auth-gateway,canary-prod,marcus.vance,0.164,56.4,81.4,0.0,1,0,0,28.8,0.4,9,57,0,8,ALLOW
DEP-10178,v3.15.22,a7f7fbd,order-processing,staging-preprod,sarah.jenkins,0.101,68.0,84.8,0.0,1,0,0,37.4,3.9,9,145,0,11,ALLOW
DEP-10179,v2.7.3,b69eb5a,user-profile,canary-prod,marcus.vance,0.437,224.1,308.0,0.89,1,0,1,102.2,17.4,11,723,0,45,ALLOW
DEP-10180,v1.15.27,d36992c,search-indexer,production-eu-central,sarah.jenkins,0.073,70.0,112.9,0.0,1,0,0,41.1,0.9,1,144,0,7,ALLOW
DEP-10181,v2.7.26,2bedc57,analytics-pipeline,staging-preprod,ci-bot-auto,0.0,44.3,70.5,0.0,1,0,0,24.7,3.9,9,361,0,9,ALLOW
DEP-10182,v2.7.15,3c6bed8,payment-service,staging-preprod,sarah.jenkins,0.422,138.6,260.1,0.73,0,0,3,99.6,11.4,37,713,1,76,BLOCK
DEP-10183,v3.8.10,cc66428,analytics-pipeline,canary-prod,priya.sharma,1.021,187.0,321.2,1.54,1,0,1,87.5,12.4,36,606,0,57,PAUSE
DEP-10184,v1.3.18,d357269,notification-worker,production-eu-central,alex.chen,0.097,59.6,101.7,0.0,1,0,0,33.9,2.4,11,365,0,8,ALLOW
DEP-10185,v2.10.22,1b925a4,analytics-pipeline,production-us-east,marcus.vance,0.091,81.0,130.0,0.0,1,0,0,36.1,2.2,2,126,0,7,ALLOW
DEP-10186,v3.14.24,427c080,analytics-pipeline,production-eu-central,david.kim,0.037,67.2,116.7,0.0,1,0,0,18.5,1.8,1,273,0,9,ALLOW
DEP-10187,v1.9.22,6eaf00b,payment-service,canary-prod,elena.rostova,0.019,65.4,115.7,0.0,1,0,0,26.5,1.3,6,431,0,7,ALLOW
DEP-10188,v2.3.21,a1598f9,notification-worker,production-us-east,marcus.vance,0.0,76.2,118.9,0.0,1,0,0,42.3,0.7,12,56,0,7,ALLOW
DEP-10189,v2.1.5,011027a,analytics-pipeline,canary-prod,elena.rostova,7.827,588.5,1173.7,11.18,0,1,3,466.3,90.2,62,6483,1,100,BLOCK
DEP-10190,v2.8.13,6582083,search-indexer,production-eu-central,ci-bot-auto,0.068,58.3,95.6,0.0,1,0,0,33.6,0.0,14,439,0,7,ALLOW
DEP-10191,v3.9.9,d9c4242,order-processing,production-us-east,sarah.jenkins,0.061,54.5,103.8,0.0,1,0,0,12.8,0.4,13,448,0,9,ALLOW
DEP-10192,v3.12.21,4ea9327,user-profile,production-eu-central,david.kim,0.08,88.5,122.7,0.0,1,0,0,20.6,4.0,4,185,0,12,ALLOW
DEP-10193,v1.15.29,53ff3d9,payment-service,production-us-east,david.kim,0.71,239.6,338.0,1.85,1,1,3,51.5,15.3,31,1640,0,99,BLOCK
DEP-10194,v3.9.13,45238d9,auth-gateway,canary-prod,elena.rostova,7.356,405.8,638.8,18.29,0,4,6,477.3,44.1,68,4884,1,100,BLOCK
DEP-10195,v1.4.6,478e4fc,user-profile,production-us-east,david.kim,9.156,366.1,739.0,23.82,0,1,2,359.9,69.7,87,3740,1,100,BLOCK
DEP-10196,v1.5.15,ce77679,user-profile,canary-prod,alex.chen,0.0,54.6,89.1,0.0,1,0,0,26.9,0.8,15,174,0,9,ALLOW
DEP-10197,v3.6.0,a1153ed,user-profile,production-us-east,sarah.jenkins,0.078,46.2,98.5,0.48,1,0,0,24.3,2.9,9,315,0,10,ALLOW
DEP-10198,v2.4.10,950f6a1,payment-service,staging-preprod,sarah.jenkins,1.752,134.1,272.29999999999995,2.83,1,1,2,94.0,16.0,12,1068,1,99,BLOCK
DEP-10199,v3.1.19,bdabd78,user-profile,canary-prod,ci-bot-auto,0.101,84.9,122.30000000000001,0.0,1,0,0,30.7,1.1,11,332,0,8,ALLOW
DEP-10200,v2.3.21,2e7dd3d,analytics-pipeline,canary-prod,elena.rostova,0.165,54.9,111.5,0.0,1,0,0,24.7,0.0,9,113,0,7,ALLOW
DEP-10201,v2.9.5,b90941a,auth-gateway,canary-prod,alex.chen,0.396,185.7,269.9,2.89,1,1,1,61.7,10.9,42,453,1,78,BLOCK
DEP-10202,v2.7.14,328bdfb,analytics-pipeline,production-us-east,marcus.vance,0.317,119.4,214.7,1.94,1,0,1,82.0,8.8,12,319,1,39,ALLOW
DEP-10203,v1.10.11,82c54fd,user-profile,production-eu-central,elena.rostova,0.113,71.4,94.80000000000001,0.0,1,0,0,24.6,1.2,13,225,0,11,ALLOW
DEP-10204,v1.3.4,bfd798f,notification-worker,production-eu-central,priya.sharma,0.0,87.6,133.1,0.37,1,0,0,23.2,1.2,15,76,0,12,ALLOW
DEP-10205,v2.3.28,78bc24a,search-indexer,staging-preprod,david.kim,0.79,177.3,245.20000000000002,1.55,1,0,3,42.3,6.0,16,1186,0,62,PAUSE
DEP-10206,v2.12.4,baf99fc,analytics-pipeline,production-eu-central,marcus.vance,0.0,60.8,117.4,0.0,1,0,1,30.1,0.3,4,291,0,15,ALLOW
DEP-10207,v2.7.2,888c984,auth-gateway,production-eu-central,david.kim,0.096,86.0,132.1,0.26,1,0,0,25.5,0.2,1,432,0,8,ALLOW
DEP-10208,v3.9.28,0845b18,order-processing,production-eu-central,david.kim,0.106,70.9,116.60000000000001,0.0,1,0,0,30.1,2.8,13,347,0,9,ALLOW
DEP-10209,v2.11.26,35dbf9e,analytics-pipeline,production-eu-central,alex.chen,0.007,84.8,122.19999999999999,0.0,1,0,0,41.6,0.2,14,211,0,8,ALLOW
DEP-10210,v1.10.3,7bd88e9,auth-gateway,canary-prod,ci-bot-auto,6.185,697.0,929.7,5.27,0,4,6,273.6,36.2,52,7167,1,100,BLOCK
DEP-10211,v3.4.3,6467126,order-processing,production-us-east,elena.rostova,1.608,138.5,286.3,1.51,0,0,3,52.7,15.3,42,912,1,99,BLOCK
DEP-10212,v2.6.6,035ef4d,analytics-pipeline,production-us-east,ci-bot-auto,0.048,97.1,152.8,0.0,1,0,0,28.5,1.3,7,355,0,12,ALLOW
DEP-10213,v3.9.28,7ada6eb,search-indexer,canary-prod,sarah.jenkins,0.06,74.2,96.9,0.0,1,0,0,22.9,0.0,11,138,0,7,ALLOW
DEP-10214,v1.9.6,b58d161,notification-worker,production-us-east,david.kim,0.082,74.7,103.9,0.0,1,0,0,37.6,0.0,13,360,0,8,ALLOW
DEP-10215,v3.1.0,2081500,order-processing,production-eu-central,sarah.jenkins,9.414,302.9,849.6999999999999,16.15,1,2,7,369.3,75.8,95,2477,1,100,BLOCK
DEP-10216,v2.8.17,2ef2a48,search-indexer,staging-preprod,alex.chen,0.0,81.2,115.7,0.0,1,0,1,23.6,2.5,15,330,0,19,ALLOW
DEP-10217,v3.9.15,5c41fcf,user-profile,production-eu-central,alex.chen,0.102,41.4,94.1,0.0,1,0,0,36.0,0.3,6,194,0,5,ALLOW
DEP-10218,v3.15.17,ad5811b,search-indexer,production-us-east,elena.rostova,7.511,798.1,1070.0,8.99,0,4,4,635.7,37.7,99,7430,1,100,BLOCK
DEP-10219,v3.11.16,89b304c,auth-gateway,staging-preprod,priya.sharma,0.082,64.6,113.69999999999999,0.13,1,0,0,29.3,0.6,13,119,0,12,ALLOW
DEP-10220,v2.3.6,7cea84b,auth-gateway,canary-prod,alex.chen,0.112,22.3,71.1,0.0,1,0,1,11.1,0.7,14,126,0,16,ALLOW
DEP-10221,v2.12.14,674a6da,search-indexer,canary-prod,priya.sharma,1.754,143.6,262.7,1.48,0,0,2,94.1,6.7,42,517,0,90,BLOCK
DEP-10222,v3.2.9,866a9f1,payment-service,production-eu-central,priya.sharma,1.755,169.0,250.2,0.72,1,0,1,51.9,11.8,29,1687,1,62,PAUSE
DEP-10223,v3.11.30,aedba6c,order-processing,staging-preprod,david.kim,0.806,217.8,316.6,1.25,1,0,3,83.2,14.2,42,591,0,70,PAUSE
DEP-10224,v2.6.3,fb8c3c2,auth-gateway,staging-preprod,david.kim,0.0,59.8,90.6,0.0,1,0,0,22.4,4.3,11,345,0,7,ALLOW
DEP-10225,v2.2.28,049843e,notification-worker,production-us-east,priya.sharma,0.081,71.5,118.9,0.0,1,0,1,26.9,0.8,4,412,0,14,ALLOW
DEP-10226,v3.13.8,5e49885,analytics-pipeline,production-us-east,elena.rostova,0.034,63.9,98.5,0.0,1,0,0,30.8,1.3,14,153,0,11,ALLOW
DEP-10227,v1.6.8,ccaa60b,notification-worker,production-us-east,ci-bot-auto,2.775,349.6,730.5,23.61,0,2,4,308.1,60.5,80,3329,1,100,BLOCK
DEP-10228,v3.9.4,8c65a1f,analytics-pipeline,staging-preprod,elena.rostova,0.123,70.2,117.2,0.0,1,0,0,5.0,4.3,14,84,0,13,ALLOW
DEP-10229,v2.11.1,191c251,auth-gateway,staging-preprod,ci-bot-auto,3.478,297.1,620.3,18.8,0,4,5,250.9,72.1,35,1826,1,100,BLOCK
DEP-10230,v2.3.22,22f665c,notification-worker,production-us-east,elena.rostova,9.289,333.5,802.5,13.32,0,4,4,584.1,37.4,74,5488,1,100,BLOCK
DEP-10231,v3.0.16,e8f1c20,payment-service,staging-preprod,sarah.jenkins,0.039,78.1,119.0,0.0,1,0,0,26.2,1.7,4,222,0,10,ALLOW
DEP-10232,v3.3.15,990f7a1,auth-gateway,staging-preprod,ci-bot-auto,0.242,64.1,101.5,0.31,1,0,0,33.4,2.9,3,38,0,10,ALLOW
DEP-10233,v1.12.19,a3c0899,payment-service,staging-preprod,priya.sharma,0.145,74.6,95.89999999999999,0.33,1,0,0,38.1,0.0,10,347,0,12,ALLOW
DEP-10234,v1.10.29,8c166ed,auth-gateway,staging-preprod,ci-bot-auto,0.46,195.5,345.4,0.64,1,0,1,108.4,10.3,16,663,0,41,ALLOW
DEP-10235,v1.3.2,9ea775b,search-indexer,production-eu-central,sarah.jenkins,8.595,726.0,1152.8,19.51,0,4,4,589.3,53.3,105,8091,1,100,BLOCK
DEP-10236,v3.3.13,e291c37,order-processing,staging-preprod,alex.chen,0.791,196.8,329.5,2.79,1,0,1,95.8,10.7,43,314,0,59,PAUSE
DEP-10237,v2.13.11,de72275,notification-worker,production-us-east,david.kim,0.038,66.9,99.80000000000001,0.0,1,0,0,25.1,0.0,9,257,0,6,ALLOW
DEP-10238,v3.15.8,356ed18,analytics-pipeline,staging-preprod,alex.chen,0.0,88.9,113.7,0.0,1,0,0,17.1,0.0,9,324,0,10,ALLOW
DEP-10239,v3.1.5,6ace97c,auth-gateway,production-us-east,sarah.jenkins,0.0,45.2,99.9,0.0,1,0,0,33.1,0.2,15,215,0,7,ALLOW
DEP-10240,v3.9.22,bf98a03,payment-service,canary-prod,priya.sharma,0.23,79.7,110.80000000000001,0.0,1,0,0,5.0,4.6,3,355,0,9,ALLOW
DEP-10241,v1.0.5,c265660,notification-worker,canary-prod,david.kim,0.338,154.4,248.60000000000002,1.7,1,0,3,80.6,11.9,45,1493,0,64,PAUSE
DEP-10242,v2.7.19,086a2f7,notification-worker,canary-prod,ci-bot-auto,0.161,73.5,115.6,0.0,1,0,0,31.8,2.3,13,272,0,14,ALLOW
DEP-10243,v3.8.22,8691488,notification-worker,canary-prod,elena.rostova,0.072,66.6,100.8,0.35,1,0,0,19.0,0.8,11,369,0,9,ALLOW
DEP-10244,v2.13.30,5a213c6,search-indexer,production-us-east,alex.chen,0.0,63.5,86.6,0.0,1,0,0,16.2,1.5,4,303,0,5,ALLOW
DEP-10245,v3.6.15,0112010,analytics-pipeline,staging-preprod,priya.sharma,0.161,78.8,95.0,0.0,1,0,0,17.1,2.6,15,50,0,13,ALLOW
DEP-10246,v3.15.19,ab95492,user-profile,staging-preprod,priya.sharma,5.395,349.5,622.0,18.3,0,2,6,240.7,61.8,46,1943,1,100,BLOCK
DEP-10247,v2.15.30,b56f8d8,order-processing,canary-prod,alex.chen,0.002,69.8,85.7,0.0,1,0,0,28.5,1.2,6,323,0,9,ALLOW
DEP-10248,v1.8.7,2945f97,payment-service,production-eu-central,david.kim,1.509,181.5,245.4,2.4,1,0,2,106.6,12.8,21,1470,0,74,PAUSE
DEP-10249,v1.3.23,21760ee,user-profile,canary-prod,sarah.jenkins,0.094,65.7,101.2,0.46,1,0,0,19.4,0.2,9,378,0,10,ALLOW
DEP-10250,v2.9.8,b6dfb02,user-profile,canary-prod,elena.rostova,1.216,163.4,299.0,3.2,1,0,3,64.7,8.1,26,1004,0,77,BLOCK
DEP-10251,v3.6.18,f35498c,user-profile,production-us-east,elena.rostova,0.0,78.4,109.9,0.17,1,0,0,35.0,0.2,6,225,0,9,ALLOW
DEP-10252,v3.12.27,ccf4144,search-indexer,production-us-east,david.kim,0.072,52.5,113.2,0.0,1,0,0,15.5,1.7,8,409,0,9,ALLOW
DEP-10253,v2.14.13,ffae12c,payment-service,staging-preprod,elena.rostova,0.101,71.2,104.0,0.45,1,0,0,24.0,1.3,1,404,0,10,ALLOW
DEP-10254,v1.3.8,ec63113,user-profile,staging-preprod,sarah.jenkins,0.038,79.5,141.0,0.0,1,0,1,20.5,0.0,6,450,0,19,ALLOW
DEP-10255,v2.14.27,28ef873,order-processing,production-eu-central,ci-bot-auto,0.043,103.7,129.1,0.22,1,0,0,38.1,3.7,3,165,0,9,ALLOW
DEP-10256,v3.4.11,39a993a,analytics-pipeline,production-eu-central,priya.sharma,0.006,73.5,128.0,0.0,1,0,1,22.0,0.9,6,106,0,15,ALLOW
DEP-10257,v3.13.12,1f6612c,user-profile,staging-preprod,ci-bot-auto,0.428,226.2,303.5,1.47,1,0,3,55.9,9.6,27,883,0,65,PAUSE
DEP-10258,v2.13.6,cfe3d88,order-processing,production-eu-central,sarah.jenkins,0.053,53.5,91.3,0.0,1,0,0,12.6,1.7,1,105,0,9,ALLOW
DEP-10259,v2.8.4,8a1cea9,payment-service,production-us-east,elena.rostova,0.117,35.1,74.6,0.0,1,0,0,34.8,0.0,8,366,0,8,ALLOW
DEP-10260,v2.2.26,eb26c9f,payment-service,production-us-east,priya.sharma,0.184,71.3,97.8,0.49,1,0,0,24.6,2.0,7,404,0,16,ALLOW
DEP-10261,v1.1.6,8d09634,payment-service,canary-prod,david.kim,3.727,673.3,953.6999999999999,15.25,0,3,5,198.3,56.5,111,3947,1,100,BLOCK
DEP-10262,v1.6.3,174af2d,user-profile,staging-preprod,alex.chen,7.793,478.1,944.1,20.7,0,4,7,613.6,41.4,106,2769,1,100,BLOCK
DEP-10263,v1.7.5,9c4bb5e,search-indexer,canary-prod,sarah.jenkins,0.056,48.6,79.8,0.0,1,0,0,34.7,1.4,11,397,0,6,ALLOW
DEP-10264,v2.6.0,65e2b98,notification-worker,production-us-east,ci-bot-auto,0.236,70.9,108.2,0.0,1,0,0,22.5,1.4,6,175,0,12,ALLOW
DEP-10265,v2.5.2,e83258a,analytics-pipeline,production-eu-central,david.kim,0.038,75.6,122.1,0.44,1,0,0,18.7,0.0,4,174,0,11,ALLOW
DEP-10266,v3.12.6,9e3474d,auth-gateway,canary-prod,alex.chen,0.431,231.8,341.6,1.42,0,0,1,67.8,10.8,16,1294,0,65,PAUSE
DEP-10267,v3.12.21,92b51ca,payment-service,production-eu-central,priya.sharma,0.081,102.4,137.3,0.0,1,0,1,31.7,1.3,9,390,0,22,ALLOW
DEP-10268,v2.11.25,b2bc3c0,notification-worker,canary-prod,alex.chen,0.871,224.1,362.2,2.92,1,1,3,95.3,9.0,25,1467,0,100,BLOCK
DEP-10269,v3.13.23,d587dff,notification-worker,production-eu-central,ci-bot-auto,0.042,62.4,88.3,0.0,1,0,0,29.3,0.0,8,190,0,9,ALLOW
DEP-10270,v3.10.27,5774106,analytics-pipeline,production-us-east,marcus.vance,4.923,836.1,1292.5,21.27,0,4,2,216.3,85.3,34,3830,1,100,BLOCK
DEP-10271,v3.4.28,3a3104a,analytics-pipeline,production-us-east,ci-bot-auto,0.048,77.3,129.0,0.0,1,0,0,29.5,1.2,2,29,0,8,ALLOW
DEP-10272,v1.4.8,51123c6,notification-worker,staging-preprod,david.kim,0.0,49.0,80.3,0.0,1,0,0,20.1,0.9,8,432,0,8,ALLOW
DEP-10273,v3.3.19,3b6cb45,analytics-pipeline,production-eu-central,elena.rostova,2.681,357.0,942.2,15.54,1,2,7,632.9,55.3,113,8458,1,100,BLOCK
DEP-10274,v1.12.1,3b4e41e,auth-gateway,production-eu-central,elena.rostova,0.768,175.8,275.4,0.82,1,1,2,84.9,7.8,28,1107,0,77,BLOCK
DEP-10275,v2.1.17,62c67ee,user-profile,staging-preprod,elena.rostova,0.172,83.3,115.69999999999999,0.0,1,0,0,36.9,1.4,12,278,0,10,ALLOW
DEP-10276,v1.8.24,74cd775,order-processing,staging-preprod,marcus.vance,0.023,55.8,87.19999999999999,0.0,1,0,0,21.9,1.5,3,189,0,7,ALLOW
DEP-10277,v2.4.14,b105ecd,search-indexer,canary-prod,sarah.jenkins,6.066,848.1,1373.7,16.92,0,3,2,303.1,68.7,73,7183,1,100,BLOCK
DEP-10278,v2.14.15,a400029,notification-worker,staging-preprod,david.kim,0.0,79.0,97.6,0.33,1,0,0,23.2,0.0,1,140,0,7,ALLOW
DEP-10279,v2.6.25,2b8ac62,search-indexer,production-us-east,priya.sharma,0.0,73.1,117.19999999999999,0.0,1,0,0,20.4,0.0,7,128,0,10,ALLOW
DEP-10280,v3.3.28,49cf08a,auth-gateway,staging-preprod,ci-bot-auto,0.006,70.9,88.2,0.0,1,0,0,26.5,1.2,1,187,0,8,ALLOW
DEP-10281,v2.9.7,2b26a21,payment-service,production-us-east,elena.rostova,0.096,66.8,90.1,0.25,1,0,0,34.6,1.0,10,330,0,11,ALLOW
DEP-10282,v2.7.18,e7348e0,search-indexer,staging-preprod,ci-bot-auto,0.048,51.0,80.7,0.0,1,0,0,17.9,0.9,5,362,0,7,ALLOW
DEP-10283,v3.4.13,ef4cdf4,analytics-pipeline,staging-preprod,david.kim,0.187,44.4,60.0,0.0,1,0,0,36.8,0.9,7,165,0,7,ALLOW
DEP-10284,v3.8.4,0defa21,notification-worker,staging-preprod,sarah.jenkins,0.0,80.6,108.3,0.0,1,0,0,39.6,2.2,8,78,0,9,ALLOW
DEP-10285,v3.15.22,5f699ef,payment-service,staging-preprod,alex.chen,0.011,97.4,125.10000000000001,0.0,1,0,0,30.9,1.6,7,123,0,11,ALLOW
DEP-10286,v1.6.2,f894817,user-profile,canary-prod,ci-bot-auto,1.255,189.8,255.8,2.06,1,0,3,50.5,14.6,44,1375,0,82,BLOCK
DEP-10287,v1.3.14,8b16b6b,payment-service,production-us-east,elena.rostova,0.211,67.0,97.6,0.0,1,0,0,26.5,0.0,8,95,0,9,ALLOW
DEP-10288,v3.1.22,e88cdfe,user-profile,production-eu-central,marcus.vance,0.0,83.0,110.1,0.0,1,0,0,16.6,2.0,12,113,0,12,ALLOW
DEP-10289,v1.8.10,fdcd85c,notification-worker,production-eu-central,david.kim,0.561,122.8,242.2,2.79,1,0,2,58.6,5.3,45,1079,0,56,PAUSE
DEP-10290,v2.4.5,efb7338,order-processing,staging-preprod,alex.chen,3.075,831.7,1149.9,20.15,0,1,6,462.3,51.7,62,1600,1,100,BLOCK
DEP-10291,v2.0.19,9109878,auth-gateway,canary-prod,sarah.jenkins,3.94,349.2,795.2,20.27,0,2,2,472.0,62.1,53,2714,1,100,BLOCK
DEP-10292,v2.1.4,b34cbd7,payment-service,staging-preprod,david.kim,0.0,78.9,114.60000000000001,0.0,1,0,0,27.1,3.5,10,413,0,10,ALLOW
DEP-10293,v2.11.29,bc3456c,analytics-pipeline,production-eu-central,priya.sharma,0.091,73.1,121.0,0.0,1,0,0,22.1,0.0,12,450,0,8,ALLOW
DEP-10294,v3.13.16,00bdc93,user-profile,production-us-east,marcus.vance,0.0,35.5,95.2,0.0,1,0,0,16.2,0.9,3,324,0,4,ALLOW
DEP-10295,v3.15.15,f130ada,user-profile,canary-prod,david.kim,1.63,194.0,279.7,2.95,1,0,2,100.3,16.0,12,983,0,81,BLOCK
DEP-10296,v1.0.20,032c334,analytics-pipeline,canary-prod,alex.chen,0.028,62.5,100.9,0.0,1,0,0,23.0,3.6,10,24,0,11,ALLOW
DEP-10297,v1.10.26,499be9e,search-indexer,production-eu-central,priya.sharma,0.089,76.0,119.0,0.0,1,0,0,34.4,1.5,7,390,0,7,ALLOW
DEP-10298,v3.9.18,4a045ce,order-processing,canary-prod,marcus.vance,9.393,814.3,1031.6,7.46,0,2,6,215.9,75.8,107,4691,1,100,BLOCK
DEP-10299,v1.9.22,4b27c91,order-processing,production-eu-central,priya.sharma,8.224,401.7,804.0,21.65,0,3,3,516.4,63.0,44,4565,1,100,BLOCK
DEP-10300,v1.2.14,a9e0493,analytics-pipeline,production-us-east,sarah.jenkins,1.186,176.1,262.9,2.2,0,0,3,88.2,16.4,18,720,1,96,BLOCK
DEP-10301,v3.3.0,3bc48bd,notification-worker,production-us-east,alex.chen,0.0,84.3,127.4,0.0,1,0,0,23.9,0.0,6,112,0,6,ALLOW
DEP-10302,v2.10.24,8d2ef2d,auth-gateway,canary-prod,sarah.jenkins,0.033,52.2,80.2,0.0,1,0,0,29.7,3.7,12,421,0,7,ALLOW
DEP-10303,v1.5.2,348bea9,search-indexer,canary-prod,alex.chen,0.082,47.1,87.4,0.26,1,0,0,34.6,0.3,15,313,0,10,ALLOW
DEP-10304,v3.14.19,5340c8e,auth-gateway,production-eu-central,alex.chen,0.039,65.2,90.80000000000001,0.0,1,0,0,30.2,1.0,8,250,0,6,ALLOW
DEP-10305,v1.4.27,256f448,user-profile,canary-prod,alex.chen,0.084,51.7,81.5,0.0,1,0,0,30.8,0.6,3,154,0,8,ALLOW
DEP-10306,v3.4.16,d6d4c38,user-profile,production-eu-central,sarah.jenkins,0.188,59.0,96.7,0.0,1,0,0,32.5,0.0,7,43,0,8,ALLOW
DEP-10307,v3.13.25,741fc9d,notification-worker,production-eu-central,marcus.vance,0.0,42.1,92.30000000000001,0.0,1,0,0,20.6,5.0,7,45,0,7,ALLOW
DEP-10308,v3.12.10,9bc0eae,search-indexer,staging-preprod,elena.rostova,0.005,67.8,121.3,0.0,1,0,0,41.0,4.3,4,115,0,9,ALLOW
DEP-10309,v2.9.18,375ca6e,analytics-pipeline,production-us-east,alex.chen,0.147,80.4,122.5,0.0,1,0,1,31.2,0.4,12,296,0,21,ALLOW
DEP-10310,v2.3.27,3a17646,user-profile,production-eu-central,elena.rostova,0.0,64.9,97.9,0.0,1,0,0,21.4,2.2,4,294,0,6,ALLOW
DEP-10311,v2.13.4,3eeacae,search-indexer,production-eu-central,david.kim,0.126,66.3,119.0,0.0,1,0,1,15.9,0.9,11,422,0,17,ALLOW
DEP-10312,v2.13.19,f878651,payment-service,production-eu-central,ci-bot-auto,0.0,37.0,71.0,0.0,1,0,0,24.0,3.5,12,266,0,5,ALLOW
DEP-10313,v3.11.1,b95d9ce,search-indexer,production-us-east,elena.rostova,0.1,49.6,106.80000000000001,0.0,1,0,0,34.8,2.1,4,251,0,8,ALLOW
DEP-10314,v3.2.21,3b4a989,notification-worker,production-us-east,elena.rostova,0.032,50.6,81.1,0.0,1,0,0,33.7,4.0,3,28,0,8,ALLOW
DEP-10315,v3.9.23,2b9fb3a,order-processing,production-eu-central,alex.chen,0.173,57.7,79.30000000000001,0.41,1,0,0,26.1,0.0,10,153,0,10,ALLOW
DEP-10316,v2.0.23,dfe85f2,analytics-pipeline,staging-preprod,elena.rostova,0.076,62.8,92.19999999999999,0.0,1,0,1,12.2,2.0,2,84,0,16,ALLOW
DEP-10317,v1.15.24,7618f05,auth-gateway,production-us-east,priya.sharma,0.987,172.8,244.8,0.74,0,0,2,91.0,11.5,29,1275,1,79,BLOCK
DEP-10318,v3.7.12,692e7a3,analytics-pipeline,production-eu-central,elena.rostova,0.007,89.9,119.4,0.0,1,0,0,20.2,1.9,1,59,0,11,ALLOW
DEP-10319,v3.11.30,72422d2,search-indexer,production-eu-central,elena.rostova,1.215,127.6,255.2,2.47,1,0,3,107.0,5.9,22,1364,0,72,PAUSE
DEP-10320,v1.10.17,aaca7dd,search-indexer,production-eu-central,marcus.vance,0.042,61.9,86.4,0.0,1,0,0,18.4,0.9,1,327,0,4,ALLOW
DEP-10321,v3.6.30,ddce6fd,search-indexer,staging-preprod,marcus.vance,0.079,78.7,104.1,0.0,1,0,1,36.9,0.8,8,151,0,19,ALLOW
DEP-10322,v3.10.8,fc2b664,auth-gateway,production-us-east,priya.sharma,0.048,53.8,63.8,0.0,1,0,0,32.1,2.3,15,112,0,9,ALLOW
DEP-10323,v1.15.3,e70d82d,auth-gateway,canary-prod,alex.chen,0.027,66.0,107.2,0.0,1,0,0,12.5,0.4,15,264,0,6,ALLOW
